CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
11143;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11143;200;2;2;129;;Semi-restringido(previo permiso);Para visitar el lugar, se solicita el permiso con el sr Víctor Alva, personal permanente de la bodega La Penta. El número de contacto es 958579748.;;Esporádicamente - Algunos meses;--;"05:00 a.m.
                                -
                                05:00 p.m. La época propicia de visita, s";12;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Ciclismo | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Paseos>Paseos en bicicleta | Paseos>Paseos en motocicleta | Paseos>Otros | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales | Otros>Compra de productos regionales;2;57.8;25;Camioneta doble tracción;Asfaltado | Trocha carrozable;120;30;240;2019;2;0;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11044;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11044;200;POR JERARQUIZAR;;2391;Pirolniyoq = Por la hondonada que se asemeja a peroles;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. No tiene Horario (se recomiend";4;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves;4;211.0;75;Automóvil particular;Asfaltado | Trocha carrozable;76;1;;2019;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11079;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11079;200;1;1;70;;Semi-restringido(previo permiso);Permiso en Secretaria de Municipalidad del C.P. La Viña, Sr Jelmy Parrago 974672674  jelmyyner@gmail.com, o  área de turismo de Municipalidad de Jayanca Uber Távara: 913009029) -flacotavara@gmail.com;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Lunes a Domingo";1;Otros>Otros(Especificar);2;55.0;45;Combi | Mototaxi;Asfaltado;60;25;150;2021;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11065;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11065;200;POR JERARQUIZAR;;4000;;Libre;;;Esporádicamente - Algunos meses;--;"05:30 a.m.
                                -
                                05:00 p.m. Se recomienda visitar en los m";9;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Paseos>Paseos a caballo | Deportes / Aventura>Cabalgatas;3;117.0;30;A pie | Automóvil particular | Taxi;Asfaltado | Sendero;;51;30;2019;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11061;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11061;200;2;2;;;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                06:00 p.m. Enero, Febrero y Marzo";8;Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Tabla hawaiana (Surfing) o bodyboard | Deportes acuáticos>Natación | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;5;216.4;288;Automóvil particular | Bus público | Mototaxi | Taxi;Asfaltado;6064;24191;30027;2019;2;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11101;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11101;200;2;2;234;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;3;84.6;40;Bus público | Mini bus público | Taxi;Asfaltado;8000;;;2021;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11100;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11100;200;2;2;233;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";4;Otros>Toma de fotografías y filmaciones | Deportes / Aventura>Camping | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;3;87.6;48;Bus público | Mini bus público | Taxi;Asfaltado;6400;;;2021;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11099;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11099;200;2;2;297;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;3;89.6;48;Bus público | Mini bus público | Taxi;Asfaltado;4765;;;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11098;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11098;200;2;2;297;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;3;89.2;48;Bus público | Mini bus público | Taxi;Asfaltado;375;;;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11064;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11064;200;POR JERARQUIZAR;;1385;;Libre;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. Temporada de visita en los mes";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;8;616.0;190;A pie | Automóvil particular;Asfaltado | Sendero | Trocha carrozable;16;;104;2019;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11089;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11089;200;2;2;997;;Semi-restringido(previo permiso);El permiso es de forma verbal con el propietario quien vive en la misma Casa Hacienda.;;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. --";10;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Otros>Otros(Especificar) | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Paseos>Paseos a caballo;6;387.8;12;Automóvil particular | Mini bus público;Asfaltado;120;25;300;2019;1;8;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11063;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11063;200;No aplica;;133;;;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                06:00 p.m. Las actividades inician desde ";3;Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera|epoca
11055;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11055;200;POR JERARQUIZAR;;910;Lugar donde abundada los peces “Kanebo”.;Semi-restringido(previo permiso);"El ingreso a la Catarata Kanevariato es previa coordinación con la señorita Shirley Larissa Loayza Yuri (Presidenta de la Asociación de Turismo Pokatsirira). 
Celular: 920579639.";;Todo el Año;--;"09:00 a.m.
                                -
                                03:30 p.m. --";6;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;8;592.8;165;A pie | Automóvil particular;Asfaltado | Sendero | Trocha carrozable;2;1;237;2019;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11078;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11078;200;2;2;4300;;Semi-restringido(previo permiso);Enviar una solicitud de visita con 10 días de anticipación al Blgo. Elbert Zavaleta Zavaleta, Jefe del Santuario Nacional de Calipuy (ezavaleta@sernanp.gob.pe) o contactar a través de la página de FB.;;Todo el Año;--;"07:00 a.m.
                                -
                                01:00 p.m. --";10;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Deportes / Aventura>Escalada en roca | Paseos>Paseos a caballo;6;640.0;970;Camioneta doble tracción | Combi;Asfaltado | Trocha carrozable;276;12;320;2019;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13389;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13389;200;1;1;3200;;Libre;La Iglesia permanece abierta de 9 am a 7 pm de Lunes a Domingo;;Todo el Año;--;"09:00 a.m.
                                -
                                07:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales;2;25.32;44;A pie | Bus turístico;Asfaltado;180;;1890;2024;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11088;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11088;200;2;2;852;RADIUM, proviene de la unión de dos vocablos. Del español RADA (apellido de la familia) y del latín SPATIUM (espacio). La conjugación de estas da lugar a RADIUM (Lugar o espacio de la familia Rada).;Semi-restringido(previo permiso);El propietario de la casa hacienda permanece en sus instalaciones. Por lo cual, al llegar se solicita el permiso de ingreso.;;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. --";10;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Otros>Otros(Especificar) | Deportes acuáticos>Natación | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;6;364.36;13;Automóvil particular | Mini bus público | Mini bus turístico;Afirmado | Asfaltado;346;6;518;2019;1;7;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11060;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11060;200;1;1;;;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                06:00 p.m. --";7;Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Tabla hawaiana (Surfing) o bodyboard | Deportes acuáticos>Natación | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;3;158.4;205;Bus público;Asfaltado;4148;12741;13721;2019;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11074;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11074;200;POR JERARQUIZAR;;3;;Libre;;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                05:00 p.m. --";1;Deportes acuáticos>Otros;6;31.5;;Automóvil particular | Bus público | Taxi;Asfaltado;2000;100;4000;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11145;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11145;200;3;3;62;;Semi-restringido(previo permiso);Contacto: Sra. Flor de María Mejía de Zenteno, cel.999106968.;;Todo el Año;--;"10:00 a.m.
                                -
                                04:00 p.m. Atención: viernes, sábado y do";6;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Otros>Compra de productos regionales;2;9.67;18;Automóvil particular;Asfaltado;100;115;150;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11071;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11071;200;1;1;4575;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);extranjero:15 soles / Nacional:10 soles (ingreso con cordinacion del presidente comunal VICTORIANO CHINO 961887766);;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                01:00 p.m. ABRIL-MAYO-JUNIO-JULIO-AGOSTO-";16;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Paseos>Paseos a caballo | Paseos>Paseos en bicicleta | Paseos>Paseos en motocicleta | Deportes / Aventura>Cabalgatas | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;4;92.5;100;A pie | Automóvil particular;Asfaltado | Sendero | Trocha carrozable;79;32;155;2019;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11265;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11265;200;No aplica;;5;;;;;;;;7;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Paseos>Paseos en bote | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
11412;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11412;200;No aplica;;3115;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar) | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
13191;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13191;200;No aplica;;8;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
14149;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14149;200;POR JERARQUIZAR;;3104;;Libre;Está ubicada en la carretera, entrando a la ciudad de Santiago de Chuco;;Todo el Año;--;"06:00 a.m.
                                -
                                10:00 p.m. Cuenta iluminación";5;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;2;166.2;12;Combi | Mototaxi;Asfaltado;861;136;1624;2025;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
